,.gexf,.gml,.graphml,.llm4tg
112BuSBM3V7X75VsBcPpvwKUj31JjKqrhv,806067,498642,707052,140549
33ih4DSAfbZcx7np2nx1ZF6S9jdCGHs3pT,792477,504851,712377,146437
34P69s3H8W8sQX6iw7wPG419pYe8XQ7FqQ,794655,503254,711515,144373
bc1qajv44fm7d0hpd5exfdkd6cgxwp70rw3f3mf48t,792337,505362,710629,146325
34LVRqAe5JfrmoXdu7MHUSxgjEriCkGjsh,787604,482047,677488,136255
122Tp8ebKYWo219yb76yEL6xce2AFqBNcb,794361,502067,708060,145019
31mhdpyTSAeUQwLtDo3pKMmfp9E9oY5UFg,987979,622461,880012,154914
bc1qajktd3upjguazmxhwtrux9atz202dz0mvtsjj0,794177,506411,711608,147688
35mDaQjabd5VC2iSC9pd2YrNVLtDmZPB35,841843,530039,742987,144722
124MmWuAmyNQNd3fLSCm7EpJJ5GFTS3cRe,796028,504558,710002,146709
133u1iEGhPg1yyCurxMWgWFYGFGMwNPRco,803708,492819,697703,136466
34LqhnQCmCBSDVuS3C5vfoRgZA9XhSLVyr,784244,493620,678029,141649
12q6qDeAkNFyc8xZBDBzTZ1nUmfqyEjfgF,793870,506966,714600,148139
12xsUXoCLpgzzYyV4QjZgxB6PpJkcUGbmM,816407,489690,695030,131299
35sqnTDuofhzE2qceW59apWvzi1iBZPgdk,794266,502549,711005,144648
11HBnTBR8T8zWqPGFqkKoF3XWaaKUguyf,810580,489204,694661,132734
32FATwtEb1TMRqiukv3J1bEYhoeheXsAMj,987021,621714,878966,154733
1FKQh2hpnattpN8bBZeXEremS6BTAxhD7B,809711,489189,693163,133251
18HXB2BLALghHsd4kwDJLZuKbcpDbrasJi,978477,616073,867930,153907
18hwKtHTbG58Lo7ohoMcRKH1tRnpQPvdB6,989440,622968,887623,155413
34mJqoCik51Rx6hxYkNcSQCQaThMRSbf2P,795308,506469,712304,146412
1153hvfRyfE1uj7cXWDuUN5fwTQmwCMeUZ,806887,494473,701067,137555
31wGcdWFDLXsx4euwx8L65TsdEvUPYvReA,984758,620455,877216,154706
19uqBsya6tq5mGUiCfcScuF3ThkzRmPU6,808886,490425,694979,134896
18HTkqBXDgb9XcAL2UqNuaRXNW8ShqCWRY,818205,488415,691981,128987
18hvW2Ee5ThasXeDDmZTofdzvKKXsn5izP,785084,499198,693145,149032
113KvHho8mbKsD9qKFPectSGHBgGm9dbnR,795931,499910,707685,141971
126Vov2ychkWqSL1c8AhaYpjZ9cfzJDPkt,810643,513556,724606,147053
34MKfMTxzMA2Y4pcNMTGcTf9BTPZzTaH7e,786561,500397,705824,146798
128DDuXb97XSW2Lb8GLCtvAMCYzPDyimEA,797434,503373,713283,146193
1BKfVNfiyg9F3qXsFTRwtkeLeXRxBJQkhP,810672,486798,690088,132522
18HTQZhzPN76UeuXUiUcyooQGZyghyVkoh,989473,622996,887669,155410
128tFVa4sXMbcWCYFPAYkRgxJ9ecXtYHh2,814097,492097,696938,134022
13ajfLBScsUNSJ3t65fsCmT1TRkQCUMYA1,790920,502190,705013,146910
116GgvwGtgg2yiURZFUvYcKCxjnoPrR6zu,810889,492924,699003,135718
1Eo22tmpioio5JNXVF57uqghbHtQCzdH3S,810221,485721,688673,131920
33tbEMwx2HLybgy8jE8AtUkx71aNN3fpMS,793622,505572,710625,146146
bc1qahxt6286yrmq2c5a5x0nmn5mgzqtg5rr9hrf2g,960457,606519,857571,153503
bc1qaj48ce897d3qhzv6hh6fhpth2d9g6lplyzu4wf,792404,505294,714364,147627
bc1q46epcrjfrymhx2fa5zj299kal3w5zhrm546dc5,794706,505162,709074,145610
122aQcdg3tJ94tQbMie87gZ12jStNhQpbu,808032,495085,703308,137690
1Ee5uapxW58vXEn4sCafN2Vtvkvqc4Dpix,794361,505940,713014,147545
126mAdAmwFzDobUiX8evy2VNQoTT3MnHx7,793703,503995,713292,146322
114jcCYE7a5HWsvY4peapP7MALSLLGeX8k,814330,514044,725983,146285
11P9cAwbbtENUUPSHEodwjnPhDfBBty9C,794397,504044,711609,146818
bc1qahfl04t89at5qk3630qxecf8u8w7zg2kfhrzu5,791273,503644,709748,146295
32BcxyvoZNLV2SiKFiseRZ5oHG3NZ83LK3,983249,619682,876173,154681
123qb6ykfRFhAonQGKkaRYLryaYz52NEe2,871085,550435,772174,149209
bc1q392vjkjrg7ea2du5pytpdgv9dywhfhxkgptg9j,798952,502339,705060,142495
18HvjQowgES1muMeZAv4DHdnodS9QtHFwm,793096,504352,705125,145015
32DrKtrTY4H5XShTDsak7MkrXJ69wkLDAC,989236,623205,881099,154960
1GRUa7sHQ19hqs3feHMy1KQoSqoQXnXSdC,690020,437391,617632,127107
114S1WCDh6sT3phfquZBa7ayAFUx9JBu9F,879536,556000,783902,149920
18hUhAzA8ZYpzNiX5NDSc7NbBodai9RyZP,794751,504364,710473,145299
1MHJWF9bwjkEEvEe2RsU4jZWdF2MzFUaXC,789664,501047,709522,143275
18HzSAiVwN3v4pdqq4h5tGJhf4anix3Lpa,852892,541311,762868,148754
31o2ddd6ifpxcRj86oMu72TSd9MQUaWoDB,811105,485947,689457,131742
15rFuQAn9hNMp2oK7XR2mAafgQxcarxsrh,808965,488375,692821,133872
bc1qahshsj0slf9wv3k8cmv50n06c0e7cu0x0843s4,791643,503695,708055,145921
126XonaoqSNd7ACvN2g3SFGpnXmVeyYj7i,795965,485122,688205,135100
18hzbSpBrNNeZz7iVbMcnEhKPgdPy5dvRp,866014,547918,771597,148617
32K9G9FBXLbQ5kNsh3pTbgcCidcBgAdZ6C,990204,623783,881912,155004
18hULKqmExKFncjNzLVy1mFVZvUzovNb8W,969333,609635,858866,152843
32E3vAmDEMdrNZ24JNsxHXETDwEC6qGU5u,989812,623538,881571,154981
1B9J6yPq2ejEP22aSziHiXaV9EA6UF3vtL,808534,490643,695754,134469
322acN9cd9utooV45hPDeKTqzR7CT9Cd48,987994,622431,879974,154877
113S4G4TXqdVqjRcqq1HbvxbGWKZAs6XfV,801947,497251,702814,140334
18HZ324uTHceCcag3ftHVUAPreZArTgWwF,793495,504627,703647,144675
34LPTCo8TghsNbVPMHsgPPE15f4sbkNa1i,794589,506545,713889,147615
112eeaTRtBk1EUrSCwUosCFErus5wUKyQ9,794460,499333,707165,144514
128fchaM8aVdAybXJTss1GeZJfXh35Qi2o,798884,498875,704524,142290
bc1q7m30tngx7am5mgs9f907eycnuvh4j8naec4aug,799440,502482,706248,142308
122j7Su1ckHeEcGFbhZrq7tn4jvEj2dTN2,797435,506158,715766,147427
121wQcsdRtndV8hmq2L5AfEhDvVZ8o6vPq,792448,505647,714567,146073
323PgGJWh76TpmY9irW1E9NxFBhyMBGGyb,989962,623604,881653,154970
124ZdCDsFoGPP5esYhXEJouEgULgPfCVsW,792097,503608,711556,145498
113Hs6yxc3ocAYFwNN61SZYNbA3wzKdLoC,812894,491044,697620,133677
18HZAE6ofDTAeG3cdLLk7KmYsn1mJbgmQD,879901,540216,763403,139780
18HuNwrLr2wiDEp1Y2LDr9L6QB33dubKEA,989446,622974,887617,155412
bc1qnvrfxz7a8ldym4txw5t4ztqlcr3jpdz5e4lt86,793948,505461,713331,146108
125i9aZa5psSNHP1V1SZqcibUUyhXj2PM5,811258,491884,697351,135010
bc1qaj0xwp39rnhzkh6zdydkegz2l0du7e5wern7gf,794217,506437,714108,145515
112TUjgnx3VH3Rded3sHF7Ps2ziNSV7kTM,791228,504344,714006,146511
1EyM9FzdtnNw5H4LWbhMCFaQ2nLYYhc1Xi,806149,492141,696831,136027
35idkvxwAfDwx3UjaCDfRS9YwfEUf7fHqS,797382,500246,706718,142984
18hvtonAgH1qTc33Z4pSYjANT4vYV3BVaU,791963,503947,708968,145397
32jQngxT7ScF63A3PBNCxXevQVZKg5YU1q,988609,622833,880583,154928
bc1q7gexegsw3qfvvwkjkyxhpql8h7varwu9lmxtrz,795313,505998,711441,146670
112e8rXb5ucPJpigHHtb6ubPCr2H7EgA45,791675,504407,714332,146000
bc1q3gf57vpn2lawpkcvghgc584gxsddtp8vnu8f7n,796932,504033,705440,144269
329L9RbdevVSsgj3nv5Eg3THtVJJVJRZXD,988052,622507,880119,154917
bc1qtqll5ut2sl55st5f2h7s2alkypwn0d5d5279dv,813194,487867,693400,131533
34MDPSPLHBX2Vx9Uo88nvsfw3ivHLBhqfk,793233,506822,708674,147734
34E9iH4xU9LrGk8QYbE5vwPsi9K9wAnciM,121722,76391,107479,22269
18HWEZtNfnty84jwnyVESXXR8fjw6m7Vd7,794057,504289,703187,144411
31ms7V7kDj4FCE9prNb7yfaJbyNLd5fu3q,973780,614064,868006,154330
34nkJq8X2yT4X49mcpfsD9uGNuK6LWnkqr,787957,501612,702870,147253
14aEJLtr6qjndARMumHBVbruLShtQns4Cp,822190,491963,697527,130058
32GEM7LdV2irKzytReSUEFR5gv8bLozYtA,987945,622394,879901,154867
32FKwxNVjv64B1MtEaALy1bEMAofHFfRNa,989502,623333,881310,154948
124j93Nd2idy2a5ojinYd5wpXnjv8mDQDJ,795927,502167,710564,146175
124ZJkTSNZyEm1uqZvvHYD6kbivcTno5b1,808358,493716,699157,136953
1DNMJFEuNhZVxjsmvtuvCm1UhAHEYa8XsE,798631,499351,706003,142346
32GM7nXPTo37tfphCJLAZGwPkzDKZSEXRZ,988095,622508,880188,154897
127RsekmVatw5PUXmoQswtyfXBffvZHgYE,811066,492810,699610,135551
128WNrYmKoyBgw3MGL41nNkBNQHCmqfs4m,796159,502435,710028,143142
1276iZjFnZykNf9Edsmnk6ZZvqhCfcpzfT,791556,502312,709201,145068
bc1qajjt3waweprq8hk76ahfv83eneqkvrfzzg6zzw,792455,504208,710860,146739
18hywDk1q4DV7U866LUGddZHxZjJUqBX8u,989486,623009,887676,155412
32iKFwUz33JNKJMfAsZdEqcGmAKjxATigt,988697,622867,880631,154933
33cN7tUvDWRWYgFraU45ubsBGm9B9itkY6,796774,503187,704828,143180
1Nx8W2wPeiE7148jNfyxB9r6pVdUiq5XNj,797230,507224,713449,146854
31ke4gsZ2jgZxaTxqSP1eUCcM6j19o9rLD,979138,617250,872808,154507
1214dkvAPRYZChUCrM1qgWYXSsMx5ibLy5,793838,504606,714451,146934
bc1qahwwf0cu7gcdzx0hyr283gt4sgslyphf85n4ks,792225,505552,711369,148164
1GgYFu1Us8niX4Aw8S5atcbCM9DRrL49pF,806770,490624,695319,135530
17E6s71ofRF9VMki1QW2bU4W4RZjQeD8Wm,812868,486990,691687,131555
12p3U8JBNy6AUAV4cxv2YQHNwogoDWE1d1,793662,507195,714290,145804
bc1qahydy99qzhvqd46wzl89u32062tx4p4fu5hsk3,790633,503291,707872,146152
bc1qahrzazu7847a3tjwxukqay4fqnjn69jcw776vq,790201,502533,711080,146821
12rXGKW3dVmyUCTTuSUpP8dm118Di4MHhd,787022,499187,714938,144741
128XVMQXtLchCr2pYiUEqDPV1Wup48zyYi,790546,502942,712391,145866
bc1q2ram6wmz7cmktpaklgwvfsr9vu5xastm82p7r8,798996,505313,708867,144056
135jvF7T4TGct2JBSVeSqhS2MN98mxS8SE,916723,579819,812707,151849
18Hw8ZPzkPtU5S8eb1XRHHSGfH5cYi8Nzq,793498,501678,700697,144395
12yRHDXHZtEzvXKGc858fvA1wjx8G1sydY,885998,557192,785336,147851
1137QA36HN32yUespHuEPnG1g2jBqqxY12,846581,534778,754795,146319
111rayuAUmxSh1DhQjn5fERk5qi9Tp5hd,793766,501916,710828,144525
32dMDtxjgwwodRmMHEyqC5THLtxDFvsSDy,975660,615161,869441,154381
31jerEtqLdSUVG7hGgsgZoUqBiRjJPZwJX,811398,484787,687809,131003
bc1q7mh8a8zlpgnsj5a0np4qwfd0mcdum2h2wcj6cq,794047,506925,713619,147133
34mFTTBAYNHqdLQAP7VtxHa9CqqfchRe1Q,794762,490784,682082,137240
bc1qfm30qmtvws0xmtkymfygx6pmlc5y8g0m45tg6d,814312,494117,699418,134436
bc1qajs90lqz892ddw7u8829df844jqace6cjwsz8x,794574,506474,711437,147736
131JEb6vqrZzwYoffEJ5WxhA6YnuCtSHhV,866712,550670,776118,149721
198gT5nd6ntB2gij9Qa8NiSqtDp4j5oCxf,811912,485985,690019,131668
31qZuqS2jCsrPiUYDgDuqfV78W1hEa3zEQ,792837,506033,713511,147410
bc1q9fm9zq8g9q49u5s0snpj4k446z2vnr9j040xua,798514,504429,709110,143991
bc1qahkmjqxdsaswmtfusxgxxjgpcg4kuum9s6xpr5,788826,502095,707202,146610
1282EzB7cCBunVq41Wb5e19qGgx7jdeb66,790046,503480,713850,146272
125K67FMNm81wVHpY3Yy7yXnoWMt8wfzfc,794158,503712,711605,145816
11673F5zzcn9C41bK7n7VpHSzqZAfpq74P,924579,585173,818760,152114
134dV6U7gQ6wCFbfHUz2CMh6Dth72oGpgH,792382,506118,713361,146374
13K7NhtJTD1e4AVkTj8DdAvBgUyoxfC2pj,811092,488064,692059,132878
32fgULTaRDPFgGsU7ihGoBDFNAxXNWwrUZ,977982,616520,871486,154411
34mkHNbvCCKipjUrgs5tWFe1C4PveVEpLh,799990,497706,700586,140466
1EvUGU4fstwX1nGif9HsBfHLpwkw2kYv3g,804752,497855,705420,138640
34LPA6xE3Ttc7gM7WJKg2vCkxu8qrH8Xf6,793853,507145,711459,145413
bc1qahtngx87gf3k6l7myzgc53xlrl38uz4766f2tj,789631,501509,704150,145184
32EBKpDYTrQUR8V6VSbEKCH97F7fXEByWm,987460,622173,879613,154893
1NAHz2BdT1R2soPgsAWeZqcn9AiuWiKNue,799473,497756,703811,140936
17iQDgNSq2GmPoQAvJCuxFNnS1bB1jXmA9,808455,490473,695788,135010
34M9forZhuTPRBsFvxuEeY7TUUVGqmXoPJ,792948,492622,681736,137916
bc1qah4d4rwmu85htznky55tud8p8m3j402g5efv6s,794518,504031,693649,145168
35Lnu5Vc3wpFmRm3cNfFJTKXnWTeXsyz7D,797446,503891,706316,143614
17UVSMegvrzfobKC82dHXpZLtLcqzW9stF,794766,504593,708841,144351
34M8Td2h9poof88c8z4HoXNmoUH71qeRiF,786723,483572,679466,136904
1239Cj7ev3CpZSV2C5RQRXS4fUUan8hfDR,789621,502612,710882,145970
125JGCgx9X3kJa4BDvDaB83DbsP8HTA4YH,806085,494218,699596,137805
123CGJZjVkipXJvd6uqtxssV3EC2JggEBJ,788419,500995,709388,145675
1LHaSQn4t9mrpBbRY33RTQmxpgfb2cjm13,813371,487396,691506,131238
125Yfs5v6qfqzySpS8gAUaTopi84k3GLW8,792487,500721,708641,144089
bc1qajs4d8q9gxt2574mawuht48p7zhrrwy5ecakqc,823087,493788,697209,129460
13FouSYUh6mHCCSz848U69be2FCnPH9bXi,791790,504428,709467,147070
121QcGenCPjSQhz9qLcHNGR2riHG7xvADg,813538,492072,698397,134153
34mFwMK6xc6khdn2QKE4RXqYQqz76QUMsf,814469,485215,688434,129829
34mhoz9dXEh1RA1gWFQdwd3DDq2o3baacY,792456,506352,711526,146730
116AiuKVvxSNakRhdZ5uM3kkmJqVt2ymea,789405,502218,711482,145579
12xk9Y83nFJZm1fFFC2vswKz3WQV1QR2w7,824007,512205,719694,140753
32Dy6r97NsG6MmBPu8oTk4cB91sEBsYEod,989880,623579,881603,154979
18hWDMzfxyeDsGGAxEZCqfNDoperjVBeEX,988540,622431,886868,155380
15sfEzf1ERPqhxJdFMEhwhq2tuGgia9QtF,796279,499107,705897,142933
34mGo73zRjyiV5syMZC3EPjNiiV9kx6RVh,788719,501805,708284,145812
32ERNNAJqVKNXQ9asJoV5C7rCzZ3vx8Bz5,975496,615033,869280,154352
bc1q6ykqtn4wv92577w9sscax4x93p0qc7uxlgj8w2,797504,504572,707967,143974
1G5z2McCPcy8rAdM7bAztVxBU9J7K3YgMY,804382,493371,697154,137593
18hXKeP7Quk1h6hUBfRfxap5frcEgWGD5P,786766,498519,693092,147749
125AXvMY9P2HENDC9JmCLHJbD3M13JKw5v,800936,496554,701860,140048
bc1qahgh9t0wx4r8t085hrlgt38wlxhhtvd03mmarh,787499,499149,707484,145086
bc1q3u5ruulnvfh23cp3wg8x0qxnkvqs6vcc6qlvje,797543,504104,705879,143880
18HViZBe56EwF4HD4zhq8q978j1PjnABNp,793457,501994,702039,145283
125aXdDVbLKbDG656K3rnEMG6xgrCqTWxD,800292,498581,707492,141349
bc1qjr4l9khk6l342n0rdv878zkf66tzf9ldrafs8q,804893,490084,696027,134907
18HuDn1ATRfGqDosFk4uUdSggdTAC2jkFM,793853,502877,708731,144582
31odX5LqZwnPBfKe6dsKMiC4ai7QCT4WcF,811088,485945,689224,131738
18HUngqduqnDRUGk3ZaDSnPU25nhyoRma,797585,500051,700375,142588
33zSnkbj42FZk6TeKmxija9N1SAU8HeqQ3,802300,495685,701412,138589
115SF27YWPmzxcUHWeC3FKz9do3ssBHYGZ,789920,500989,710139,145219
32EHLA9Rv1QHYPpp4AH8BvXN3xeXWTyEdE,986062,620932,877866,154559
bc1qdmglqv7hy72p2c0vc9xf2esy8g42a06sz5jt9c,790043,502209,713981,145953
112j8YWfs9WLwmHsGYvCS6UCsAhsKwQ5rg,802707,496758,703182,140274
1211PPHpwzqHwBwrPt5wPiNeu3r79QFCiJ,806718,495714,704976,138315
113vniaUVu92bXPTK6dtqkQziNrfr75N8p,795104,501529,710292,143112
14geEFfPXT9K5Vao9DcoFeikPDJyc7QZUM,803059,503588,715932,141091
bc1q98pv9zgumqvfq3r5s7s3pyq4ngxhtf5nj8dnwd,795643,506292,708993,145669
18huTpN1dx7FkvxMxJhwTn7rx3ReQum2fF,977817,614576,869314,152865
18HzsCdKXp7w2kbbyeKACT3SixJKpgWzLN,793987,505731,706460,147363
114yiCqeEJHuyBvzPWZKAc9oERoYAnZckk,806019,494295,699005,137662
18UnNwFXYCskqq52C1dYvRYVmXGXUcsyKR,803886,493435,697306,138136
127riLAws9skLRMotwofu3bXR69EAWxDQZ,798239,498988,707168,142292
1FZfjLP3NxAiYGZhdZZseP3CFREmyMh85m,809143,486676,690048,133080
31jpedTibqjLJgqzCngm4w6ohVYm93VFHk,983682,619442,875695,154428
1HFDpYtRPk7sedHPiW9jTcTYtuq5jAXvEk,804122,494529,698634,138030
13nEYoq4BSjQ3CUBfqFHjJtJMoaqw97Jj4,815926,488863,693230,129962
bc1qajlkrlnkylyse36856yr8uv43dylng0yluwgm9,789996,503513,703371,148225
34MfKPYVicpXfG5TcemiL8D5Jhi94yiqDD,785153,493397,678109,141183
11K6GkdUeT8nVwEXXyzX41a7JiYXsJgsd,792997,502746,712491,146849
31h4CcsYvLK3JVh1LbxX8cVoY3yfAL8Zhy,986126,621349,878429,154831
18hTUuL6UVhsbfzSkHp83mBmZZCyo2NSHa,989480,623003,887670,155412
bc1q6c9rqc82j20n7yyd036vf8m4jv0p03r9etlq85,798643,502068,705055,142494
121AMLodiN7cWcT8HSzhWKGgNDbtraqTzJ,791988,505442,714270,146257
125C6Rsty54mQ6ztJjdir18mJanG8kLwDE,790982,503070,711847,145886
126yJ5uYDwtqUJMFnD5np8reyqozD72VsG,795233,503713,710164,146020
124nxoLoF2hVBFxBzR2WGL48VrX8SLE7WY,786941,497431,691439,144450
bc1qahdhu8n2lcctz6cg0jln84sxn2z58u9nprhqva,972974,612664,869453,153093
126yxadKTSWLiPjN5JmKecP8brUT8yunK5,808639,494477,702705,137245
32Boxcsbto9D4hGRPeFPrYCbGnUsBsYN3d,987339,622046,879392,154863
122FwsSQaadNJFD6KaMqRsddW6HxTipz7z,800665,498112,706878,141146
1B7VBgC3m3dN5ByFUT5sXT8QWJWWGiZHAb,811901,486332,690383,131551
bc1qajfkteng3yk48lxxd83n0d8sttaut0g0yez8nl,789040,502010,706188,146239
18hzB9tdUgCAZmww1ZZu3DTNjM6wggjSN4,817492,488178,693112,129428
127C96fiw4uYgo4oEZNCHg3EVyNcZbR4ZC,49194,29370,42209,7859
123BQtxG8q1mgLGjaaiZQ7HRoVXyoK6ZA3,811018,493084,699813,136539
bc1qaj8lfwnenqrefsy574sgz3znf4mc6syrg558ex,801157,509077,714468,147046
115euMADexTCrwa7arJcHjvxgk3L2spF2o,801517,481599,680015,131053
bc1qaj4gl294dnrh0wcj6ggfnw0zhxpqe3x2h0eg88,790384,501652,711524,145558
32F9mT2M1xLPJJHkeComRxcVFiiDynTuu9,976632,615743,870552,154410
343GEqenADkeaCay2s8UNaBg6rfazWacVG,794835,504831,707446,144429
bc1q7s7w6v4sqtes0ae50xlvxgld4z42svyrpwhhk6,796299,504858,707449,145345
32eSTSjKDpjjn64AKCc5Hc4JaMPr8ww8pQ,985946,621217,878211,154796
34LsZ3E8ATn1KhwQ1kWZZcFtJrM6uLbPT8,803455,496746,705688,137576
31ojpt41EJUoPLxcPCZjSdSGmfQC4xRQRj,989616,623423,881428,154970
125r2WVWG8qzdpxmQPNNnBv8KQPbAE3tG1,807298,493488,700155,136369
35AGDMUSZKjCRPrqJvqCArWuu7P5azyJ8o,794001,506133,708036,146324
1KNJDWtkMR1fEKXDAdFbpxqR8WSJ5F9Tep,806471,490684,695420,136105
34LoQwPfenmxBAk7pQtdTFEJYgLUouBAyJ,807657,488166,692419,133182
18HYwCXYCMMg7ajuBWmL4PUS6Bac8KDMPq,931395,586085,825236,150657
18Hz6hWuV9HzLgKoMB5557dF7siXfUWZwL,989489,623012,887683,155412
31qMN3cUffmVAR5KmgJaBvCPBDbATnkbXb,809354,487818,691628,133184
bc1qajpw0g6c83t39wr3ggexrnq0976s9fatyx2nn8,888432,562538,794555,150279
1PPvZ8See3CmdpMYEkLeuRyJwSEq9YDAf1,811055,486199,689705,131644
11EYHYgbrZ54jr3QFSUp2oRNE9zfGAPVL,801333,493679,697400,137849
18hVJxv5Nsd19kpSrQqUnShfeR33JSfowE,947494,591225,834809,149117
1266dM5gDEMZY2ZEPWNjhvSbQ4QVrjPRmF,801544,497109,705307,140458
18HWGTCCz2oHVchNkQLGctBhhDvHQqPx34,785479,499093,693181,148789
115G8vDYGoX5kwjvew3wqJYf1cn54uZXEp,791841,501849,708384,145815
32GB9EqhT5fi8EHNMy151rWMegVmSJgCkA,987120,621367,878584,154548
31yqCxWr5HUY6cNj8b2amnELRY8b3UW3Ya,814675,491318,696470,131926
114QyEQGVvamQTVDHBXB9DqDnNBSyVvvMD,804906,499301,704500,139959
33XjgJBznjytpHznmhSvdMdSKaAX6ZpK1o,792493,506892,716442,147331
12DyzwsG5fLVKxbPRSkvGNoyt3Lbokn4Sh,797615,501624,708250,143133
113dv16cUGBeeLrriWGFitDYuykt8FjqHT,807613,493616,701390,137122
1DvPmFD9unrtLabYSryDwuxkeufZEzHGZu,799977,505940,718681,142936
18hUVaYsymthJHpGrn4dDg8x6xTmiwkvvm,868441,549732,774330,148782
122jieL1u7GXkiidEvYzCYZASa1BewyKqa,802395,497744,706986,140579
18hxrcx5JUYEModXVXq42g7MMHenzkov6x,793580,501695,701757,144908
31yRSD2dLq9PJoDpSQbkgR4gNhBkGJkb1P,983720,619882,876294,154674
19UA2iHHYCYwM7MLfZ9hwPdKSHgePzyzRY,790166,502967,710716,146272
121qvko55F4sBVkc5czgoBbW1Ap5gkVe4a,802000,496531,704919,140085
bc1qajqu4rerkyedtw2vxuzdejaq289zn35qn73rs6,788119,500613,711056,144143
12fR7gsqXbghJ6tUSkcfhNxr4jnYdEaEhQ,974314,614805,865118,154351
33qonYuSRy96ntBa4YmRvQV8seF2vpNN7y,811525,489024,694013,132935
bc1qahtmr653hpu8p0wugjtyhrfpqsu9v6vz3sql5n,791362,503104,709282,145766
34mALAL9ZeQq3KtwfEDT1HeHWysdDiQQLy,815047,484969,688108,129894
1KLVWAum3rLWFhYZ7DTJosjFBRCXZFCzG9,809570,490949,695343,134611
1BPVVeVFNfAz6qXAkyAQZ7qiLcGbf72TtB,791000,503380,711426,146626
32eQVZF2Vos3FuD9dnc9aR6gASEGoCqBmC,964334,608368,859974,153850
1FpL2ZzF3cVWinAU4WkbfZ4rR8Kdm3LZdo,804990,492971,696568,137266
31oNuCRNtdTms1yyVqH4tG5o1dBCaLXVo9,806241,491495,695157,135937
323Tg7XbLrSakXfYHwYJEupWFB6BtbYZjX,977838,616445,871328,154460
1AXN7piwYqEWqA7MG3HioFxnrkJ3hNxyEn,799373,492559,692381,138665
32jrsgeoaJmFi5kz2KZvzj5RHRNyq9dG7m,983717,619894,876377,154702
113LSFkD2vWVzQWfE16RkPYPCbyczJ35vN,811097,492832,698987,135588
bc1qahksdm7r0e49k9v099fw9gs9rzvtm6qkcxh6w3,790420,504181,710691,146471
bc1qah8d64d8hwjc9fmjfe96pr3g3v68qapsvufjl2,789383,502520,710461,145330
bc1qhww7xe2gp8retsw7cdjl2tcnpal6d7crkq0ph3,793525,501661,704935,144615
34MKLmqXXipVRsZohsUQYnqxCxebTK982F,783651,493707,677657,141830
1G8iQvNLiUhYrYiKRTTU1ZAEa7SrCDggY9,812361,486862,691433,131304
127foChCqPEL7D5K2wFBabfJuW6fHWohfa,799620,497931,709034,140926
34Mba1fagJMkJry835sYP2vhJbhX6KY6yA,781712,494404,677123,142739
bc1q4lpfdfqq3pqdaw0sff2asppndfnes5zlyp0k8a,794057,506315,710100,146091
bc1q55kvkdqndvql6rl34z4ryqvu6l4clfea9jtphw,799562,501614,704553,141898
329U1Cf6YNnAM64RrwrBF2VyyXeH8pyekU,989055,623120,880964,154956
bc1q7fu7tsxm4vl3z4wpqnpva5c3em3tdfqra8gvjr,799485,504419,709593,144112
121UeS1333eASSE6MLHUqV2XiE2pTQ1Prt,795844,504091,711591,144747
1166kbZbMPV9HqqWPBmFmRjNGxi7urxcHh,796926,501020,708449,143468
31yqAR1gvSP8Fv2LgN6eeBuTvzX9iPSXYr,989891,623545,881592,154961
bc1qtr5tgn7xxkqzx98zez9w6wkwztn4et3uk2l9f8,792821,506279,713894,146514
13nsNBfoVwXDHY4puRD1AHjARbomKhsxEL,979286,618031,872277,154371
3565zKoY1uWYn84kTUxS5W93k6ov7Ei7Kr,794848,503315,706204,144391
33TJXVaWUTibZGbiUkBKu8K4vUAhGb3VfE,797311,502814,704554,143743
bc1qahr6gmec3a3gxnmqdfjtftkv5gkn2ex73gfdc0,792080,503138,709940,145526
121RVTbS1aHnfpUhniZVZFbXJGEfobCTvG,800304,501908,709230,143645
13ky7a9AkfYmhtxRuWAQ8fau5QjVAdyFGU,879456,552061,778288,146844
18w4qYtdjiKbvzZejJJpfHoDH6K2tJQXw9,812108,485439,690584,131077
11u9N89SbvJJeA5RHG3i7fMgxGc1tHSXv,812830,491813,700115,134378
1NR2nL1ZXYaWAb9pn87foLUmF6c3jU7gCY,807139,489622,694377,134252
34Me5mwBHigg5t6WBw67piGBT5yCzLoQ3L,804178,491097,686504,133915
18i1FRu9xYnbRfT4arUn53shekvJaZKAg,794743,505545,707127,146224
18HVKAuCiSwGNoQSobMgL9rHZVr7oeFkow,981805,617898,870580,153978
34LskbeMBk9HNmbANx7vp5B4CfEsbMSsMY,793043,506268,712572,147144
32hsLG4AJEkMa8v4xafHDApUUfbqyuAPU7,937632,592676,837448,152690
123x1WMQcMXLrmkfNwHF3ukcHYCiUV5HQs,791457,504851,713819,146336
11xCcQpKuA5wfzdaPyKKLoRd3MYHb2sHk,792817,503721,709940,147518
127SfhRZV13AEZ5JJ6LR5UEDdJFPgaan7g,797098,499905,707859,141512
34ztHBtRrzxJB4AqS93Umwy5bESffP3cZv,795810,503498,712769,144359
32j3338ZSD1JHNbainMRT7kJRUesHNAfRu,989422,623310,881276,154963
31xmb4J2XYSQ4t8KnowHYFVFTu9wv8JTn4,988251,622479,880113,154835
31y3LCKTiiL9NaiHRQ82irtdiRvUTc3FYC,960724,606337,857410,153636
18hxjQfMgxRRZbCgeuaovEwEEstxvryyCH,801493,505119,710694,142709
